"","Date","Color","Breed","Sex","State","Name","DateCreated","Year","Month","Day","Wday"
"1408",2013-06-04,"Black",".Unknown Breed Mix","F/S","Lost","Athena",2013-06-04,"2013","6",4,"Tues"
"1409",2013-06-04,"Tan","Yorkshire Terrier","F/S","Lost","Mila",2013-06-04,"2013","6",4,"Tues"
"1410",2013-06-04,"Tan","Great Pyrenees","F/S","Lost","Sasha",2013-06-04,"2013","6",4,"Tues"
"1411",2013-06-05,"Apricot","Dsh","M","Lost","No Name",2013-06-05,"2013","6",5,"Wed"
"1412",2013-06-05,"Grey","Yorkshire Terrier","F","Lost","Rosie",2013-06-05,"2013","6",5,"Wed"
"1413",2013-06-06,"","Boston Terrier","M/N","Lost","Owen",2013-06-06,"2013","6",6,"Thurs"
"1414",2013-06-06,"Black","Shepherd","F/S","Matched","Bella",2013-06-06,"2013","6",6,"Thurs"
"1415",2013-06-07,"Black","Germ. Shepherd","F/S","Matched","Stella",2013-06-07,"2013","6",7,"Fri"
"1416",2013-06-07,"Black","Rottweiler","M","Lost","Rosco",2013-06-07,"2013","6",7,"Fri"
"1417",2013-06-07,"Golden","Amer. Staffordshire","M","Lost","Rolex",2013-06-07,"2013","6",7,"Fri"
"1418",2013-06-02,"Black","Dsh","M/N","Lost","Dakota",2013-06-07,"2013","6",2,"Sun"
"1419",2013-06-07,"Brown","Shetland Sheepdog","F/S","Matched","Choco",2013-06-07,"2013","6",7,"Fri"
"1420",2013-06-07,"Grey","Husky","F","Lost","Sasi",2013-06-07,"2013","6",7,"Fri"
"1421",2013-06-07,"Grey","Pit Bull","M","Lost","Brody",2013-06-08,"2013","6",7,"Fri"
"1422",2013-06-09,"Red","Germ. S/haired Pointer","F/S","Matched","No Name",2013-06-09,"2013","6",9,"Sun"
"1423",2013-06-10,"Brown","Dsh Cat","F/S","Lost","Katie",2013-06-10,"2013","6",10,"Mon"
"1424",2013-06-10,"Brown","Chihuahua","M/N","Lost","Carly Joe",2013-06-10,"2013","6",10,"Mon"
"1425",2013-06-10,"White","Dsh","M","Lost","Jaeger",2013-06-10,"2013","6",10,"Mon"
"1426",2013-06-10,"Grey","Dachshund","F/S","Matched","Bee",2013-06-10,"2013","6",10,"Mon"
"1427",2013-06-09,"Black","Dsh","M/N","Lost","Buddy",2013-06-12,"2013","6",9,"Sun"
"1428",2013-06-13,"Black","Chihuahua","F","Lost","Bella",2013-06-13,"2013","6",13,"Thurs"
"1429",2013-06-13,"Tan","French Bulldog","M/N","Matched","Rocky",2013-06-13,"2013","6",13,"Thurs"
"1430",2013-06-07,"Grey","Dsh Tabby","M/N","Matched","Austin",2013-06-13,"2013","6",7,"Fri"
"1431",2013-06-13,"Black","Pit Bull","F","Lost","Reena",2013-06-14,"2013","6",13,"Thurs"
"1432",2013-06-14,"Tan","Dsh (siamese)","M/N","Lost","Puma",2013-06-14,"2013","6",14,"Fri"
"1433",2013-06-14,"White","Dsh","M","Lost","No Name",2013-06-14,"2013","6",14,"Fri"
"1434",2013-06-16,"Tan","Germ. Shepherd","M","Matched","Louis",2013-06-16,"2013","6",16,"Sun"
"1435",2013-06-16,"White","Shih Tzu","M/N","Lost","Nike",2013-06-16,"2013","6",16,"Sun"
"1436",2013-06-17,"White","Dsh","M/N","Lost","Reginald",2013-06-17,"2013","6",17,"Mon"
"1437",2013-06-17,"Red","Siberian Husky","M/N","Matched","Tristan",2013-06-17,"2013","6",17,"Mon"
"1438",2013-06-17,"Grey Striped","Dsh Tabby","M/N","Lost","Harry",2013-06-17,"2013","6",17,"Mon"
"1439",2013-06-17,"Orange/black/white","Dsh","F/S","Lost","Mineau",2013-06-17,"2013","6",17,"Mon"
"1440",2013-06-17,"Fawn","Pug","M","Lost","Honda",2013-06-17,"2013","6",17,"Mon"
"1441",2013-06-20,"White","Maltese","X","Lost","Not Listed",2013-06-20,"2013","6",20,"Thurs"
"1442",2013-06-19,"Black","Formoson Mt Dog","F/S","Matched","Penny",2013-06-20,"2013","6",19,"Wed"
"1443",2013-06-21,"White","Maltese","M","Lost","Lemon",2013-06-22,"2013","6",21,"Fri"
"1444",2013-06-21,"","Labrador","F/S","Matched","Libby",2013-06-22,"2013","6",21,"Fri"
"1445",2013-06-22,"White","Maltese","M/N","Matched","Toby",2013-06-22,"2013","6",22,"Sat"
"1446",2013-06-23,"Brown","Labrador","M","Lost","No Name",2013-06-23,"2013","6",23,"Sun"
"1447",2013-06-23,"","Border Collie","M/N","Matched","Taff",2013-06-23,"2013","6",23,"Sun"
"1448",2013-06-23,"White","Bichon Frise","M","Lost","Snowflake",2013-06-23,"2013","6",23,"Sun"
"1449",2013-06-24,"Black","Germ. Shepherd","F","Lost","Joey",2013-06-24,"2013","6",24,"Mon"
"1450",2013-06-24,"","Labrador","M/N","Matched","Wyatt",2013-06-24,"2013","6",24,"Mon"
"1451",2013-06-24,"White","Shih Tzu","M","Matched","Rocky",2013-06-24,"2013","6",24,"Mon"
"1452",2013-06-24,"White","Terrier","M/N","Matched","Draven",2013-06-24,"2013","6",24,"Mon"
"1453",2013-06-24,"Black","Husky","M","Lost","Rocky",2013-06-24,"2013","6",24,"Mon"
"1454",2013-06-24,"White","Shih Tzu","F/S","Lost","Pandi",2013-06-24,"2013","6",24,"Mon"
"1455",2013-06-24,"Brown","Labrador","F","Lost","Libby",2013-06-24,"2013","6",24,"Mon"
"1456",2013-06-26,"Brown","Shih Tzu","M","Lost","Gary",2013-06-26,"2013","6",26,"Wed"
"1457",2013-06-26,"Red","Ns Duck Toll. Retriever","F/S","Matched","Shiraa",2013-06-26,"2013","6",26,"Wed"
"1458",2013-06-26,"Tan","Puggle","","Matched","Oliver",2013-06-26,"2013","6",26,"Wed"
"1459",2013-06-26,"Black","Fox Terrier","M","Matched","Timo",2013-06-27,"2013","6",26,"Wed"
"1460",2013-06-18,"Red","Dsh","M","Lost","No Name",2013-06-27,"2013","6",18,"Tues"
"1461",2013-06-27,"Black","Husky","M/N","Lost","Galax",2013-06-27,"2013","6",27,"Thurs"
"1462",2013-06-28,"Brown","Labrador","F/S","Lost","Nadia",2013-06-28,"2013","6",28,"Fri"
"1463",2013-06-23,"Black","Dsh Cat","M/N","Lost","Louie",2013-06-28,"2013","6",23,"Sun"
"1464",2013-06-29,"Golden","Pomeranian","M/N","Lost","Gucci",2013-06-29,"2013","6",29,"Sat"
"1465",2013-06-30,"Cream","Spaniel","M","Lost","Norman",2013-06-30,"2013","6",30,"Sun"
"1466",2013-07-01,"Brown","Miniature Pinscher","M/N","Matched","Boss",2013-07-01,"2013","7",1,"Mon"
"1467",2013-07-02,"Brown","Beagle","M/N","Lost","Max",2013-07-02,"2013","7",2,"Tues"
"1468",2013-07-02,"Brown","Dlh Maine Coon Cat","F/S","Lost","Maybelline",2013-07-02,"2013","7",2,"Tues"
"1469",2013-07-02,"Cream","Blue Lynx Ragdoll","F/S","Matched","Stella",2013-07-02,"2013","7",2,"Tues"
"1470",2013-07-02,"Black","Dachshund","F/S","Lost","Olive",2013-07-02,"2013","7",2,"Tues"
"1471",2013-06-30,"Tortoishell Colouring","Dsh","F/S","Lost","Johnathan Cruton (aka Cc)",2013-07-02,"2013","6",30,"Sun"
"1472",2013-06-26,"Grey","Dsh","M/N","Lost","Tucker",2013-07-02,"2013","6",26,"Wed"
"1473",2013-07-03,"Black","Chihuahua","M","Lost","Jaxon",2013-07-03,"2013","7",3,"Wed"
"1474",2013-07-03,"White","Budgie","X","Lost","Whitey",2013-07-04,"2013","7",3,"Wed"
"1475",2013-07-03,"Black","Dmh","F/S","Lost","Baby",2013-07-04,"2013","7",3,"Wed"
"1476",2013-06-22,"White","Dsh","M/N","Lost","Snoopy",2013-07-04,"2013","6",22,"Sat"
"1477",2013-07-04,"Black","Germ. Shepherd","F","Lost","Diamond",2013-07-04,"2013","7",4,"Thurs"
"1478",2013-07-01,"Black","Dsh Tabby","F/S","Lost","Suki",2013-07-04,"2013","7",1,"Mon"
"1479",2013-07-05,"Brown","Aust. Shepherd","M","Matched","Holden",2013-07-05,"2013","7",5,"Fri"
"1480",2013-07-05,"Black","Jack Russell Terrier","M/N","Lost","Yuri",2013-07-05,"2013","7",5,"Fri"
"1481",2013-07-06,"Black","Fox Terrier","M","Matched","Timo",2013-07-06,"2013","7",6,"Sat"
"1482",2013-07-06,"Black","Labrador","F/S","Matched","Shadow",2013-07-06,"2013","7",6,"Sat"
"1483",2013-07-06,"White","Whippet","F","Matched","Ginger",2013-07-06,"2013","7",6,"Sat"
"1484",2013-07-04,"Orange","Tabby","M/N","Lost","Hunter",2013-07-08,"2013","7",4,"Thurs"
"1485",2013-07-07,"Red","Shiba Inu","M/N","Matched","No Name",2013-07-08,"2013","7",7,"Sun"
"1486",2013-07-07,"White","Bichon Frise","M/N","Lost","Papa",2013-07-08,"2013","7",7,"Sun"
"1487",2013-07-05,"Brown/black Tabby","Dlh","F/S","Lost","Amber",2013-07-08,"2013","7",5,"Fri"
"1488",2013-07-08,"Brown","Labrador","M","Lost","Sonny",2013-07-08,"2013","7",8,"Mon"
"1489",2013-07-08,"Red","Puggle","M/N","Matched","Cosmo",2013-07-08,"2013","7",8,"Mon"
"1490",2013-07-09,"Black","Sharpei","F","Lost","Ruby",2013-07-09,"2013","7",9,"Tues"
"1491",2013-07-09,"Brown","Chihuahua","F","Matched","Gigi",2013-07-09,"2013","7",9,"Tues"
"1492",2013-07-09,"Black","Dsh","M/N","Lost","Gabo",2013-07-09,"2013","7",9,"Tues"
"1493",2013-07-09,"Brown","Shih Tzu","F","Lost","Kookie",2013-07-09,"2013","7",9,"Tues"
"1494",2013-07-09,"Brown","Goldendoodle","M","Matched","Kovu",2013-07-09,"2013","7",9,"Tues"
"1495",2013-07-09,"Golden","Goldendoodle","M/N","Matched","Llama",2013-07-09,"2013","7",9,"Tues"
"1496",2013-07-09,"Black","Husky","M","Lost","Rocky",2013-07-10,"2013","7",9,"Tues"
"1497",2013-07-10,"","King Snake","","Matched","No Name",2013-07-10,"2013","7",10,"Wed"
"1498",2013-07-10,"Black","Yorkshire Terrier","M/N","Matched","Jay",2013-07-11,"2013","7",10,"Wed"
"1499",2013-07-11,"Grey","Dsh","M/N","Lost","Tucker",2013-07-11,"2013","7",11,"Thurs"
"1500",2013-07-12,"Black","Springer Spaniel","F/S","Lost","Brooke",2013-07-12,"2013","7",12,"Fri"
"1501",2013-07-12,"Black","Germ. Shepherd","F","Lost","Cj",2013-07-13,"2013","7",12,"Fri"
"1502",2013-07-14,"Grey","Yorkshire Terrier","F/S","Lost","Halo",2013-07-14,"2013","7",14,"Sun"
"1503",2013-07-14,"Golden","Wheaten Terrier","M","Lost","Jack",2013-07-14,"2013","7",14,"Sun"
"1504",2013-07-15,"Tan","Standard Poodle","F/S","Lost","Katie",2013-07-16,"2013","7",15,"Mon"
"1505",2013-07-16,"Black","Germ. Shepherd","M/N","Matched","Phoenix",2013-07-16,"2013","7",16,"Tues"
"1506",2013-07-12,"Grey","Dsh","F/S","Lost","No Name",2013-07-16,"2013","7",12,"Fri"
"1507",2013-06-16,"Orange Tabby","Dsh","M/N","Lost","Boomer",2013-07-16,"2013","6",16,"Sun"
"1508",2013-07-15,"White","Bichon Frise","M","Lost","Sticker",2013-07-16,"2013","7",15,"Mon"
"1509",2013-07-10,"Orange & White","Dsh","M/N","Lost","Flinky",2013-07-17,"2013","7",10,"Wed"
"1510",2013-07-16,"Black","Dsh","M/N","Lost","Max",2013-07-17,"2013","7",16,"Tues"
"1511",2013-07-16,"Black","Dmh","M/N","Matched","Mac",2013-07-18,"2013","7",16,"Tues"
"1512",2013-07-19,"Grey","Siberian Husky","M/N","Lost","Felix",2013-07-19,"2013","7",19,"Fri"
"1513",2013-07-18,"White","Cat -himalayan X","M/N","Lost","Jasper",2013-07-19,"2013","7",18,"Thurs"
"1514",2013-07-14,"Black","Dsh Cat","F/S","Lost","Twilight",2013-07-19,"2013","7",14,"Sun"
"1515",2013-07-19,"Cream","Cairn Terrier","F/S","Lost","Madhi",2013-07-19,"2013","7",19,"Fri"
"1516",2013-07-20,"Tan","Labrador","F/S","Lost","Leela",2013-07-20,"2013","7",20,"Sat"
"1517",2013-07-19,"Brown","Pit Bull","M/N","Lost","Jj",2013-07-20,"2013","7",19,"Fri"
"1518",2013-07-21,"Cream","Sharpei","M","Lost","Sanjee",2013-07-21,"2013","7",21,"Sun"
"1519",2013-07-21,"White","Sharpei","M","Lost","Tangy",2013-07-21,"2013","7",21,"Sun"
"1520",2013-07-18,"Creamy White W/grey","Dsh","M","Lost","Edward",2013-07-22,"2013","7",18,"Thurs"
"1521",2013-07-22,"Black","Dsh","F/S","Lost","Starlit",2013-07-22,"2013","7",22,"Mon"
"1522",2013-07-22,"Black","Labrador","F/S","Matched","Tascua",2013-07-22,"2013","7",22,"Mon"
"1523",2013-07-22,"Black","Toy Poodle","F/S","Lost","Baby",2013-07-22,"2013","7",22,"Mon"
"1524",2013-07-22,"Black","Dsh","M/N","Lost","Leroy",2013-07-22,"2013","7",22,"Mon"
"1525",2013-07-07,"Black","Dmh","M/N","Lost","Dusty",2013-07-24,"2013","7",7,"Sun"
"1526",2013-07-23,"Black","Dsh Cat","F/S","Lost","Luna",2013-07-25,"2013","7",23,"Tues"
"1527",2013-07-26,"Grey","Miniature Poodle","M","Matched","Scooter",2013-07-26,"2013","7",26,"Fri"
"1528",2013-07-26,"White","Toy Poodle","F/S","Matched","Mukha",2013-07-27,"2013","7",26,"Fri"
"1529",2013-07-27,"Golden","Dachshund","M/N","Lost","Kingston",2013-07-27,"2013","7",27,"Sat"
"1530",2013-07-27,"Cream","Dlh","F/S","Lost","Lola",2013-07-27,"2013","7",27,"Sat"
"1531",2013-07-27,"Golden","Golden Retriever","M/N","Lost","Charlie",2013-07-27,"2013","7",27,"Sat"
"1532",2013-07-27,"Tan","Miniature Pinscher","F/S","Lost","Rue",2013-07-27,"2013","7",27,"Sat"
"1533",2013-07-28,"Brown","Brussels Griffon","M","Lost","Chewy",2013-07-28,"2013","7",28,"Sun"
"1534",2013-07-28,"","Jack Russell Terrier","F/S","Matched","Robby",2013-07-28,"2013","7",28,"Sun"
"1535",2013-07-28,"Tri Colour","Border Collie","F/S","Lost","Tess",2013-07-28,"2013","7",28,"Sun"
"1536",2013-07-29,"White","Amer. Eskimo Dog","F","Matched","Cheetah",2013-07-29,"2013","7",29,"Mon"
"1537",2013-07-27,"Tan","Shepherd","F/S","Matched","Sasha",2013-07-29,"2013","7",27,"Sat"
"1538",2013-07-29,"Blue","Budgie","M","Matched","Blue",2013-07-29,"2013","7",29,"Mon"
"1539",2013-07-25,"Orange (honey Coloured)","Dsh Senior","M","Lost","Yoda",2013-07-29,"2013","7",25,"Thurs"
"1540",2013-07-30,"Grey","Dsh","M","Lost","Little Cat",2013-07-30,"2013","7",30,"Tues"
"1541",2013-07-30,"White","Dsh","F","Lost","Professor",2013-07-30,"2013","7",30,"Tues"
"1542",2013-07-30,"Black","Border Collie","F","Lost","Tess",2013-07-30,"2013","7",30,"Tues"
"1543",2013-07-30,"Brown","Aust. Shepherd","F","Matched","Delrey",2013-07-30,"2013","7",30,"Tues"
"1544",2013-07-30,"White","Dsh","","Lost","No Name",2013-07-30,"2013","7",30,"Tues"
"1545",2013-07-26,"Blue/grey","Blue Russian X","M/N","Lost","Bean",2013-07-31,"2013","7",26,"Fri"
"1546",2013-07-31,"Black","Germ. Shepherd","F","Lost","Maybe",2013-07-31,"2013","7",31,"Wed"
"1547",2013-07-31,"White","Dsh","F/S","Lost","Lady Baroness",2013-07-31,"2013","7",31,"Wed"
"1548",2013-07-31,"Grey","Persian","","Lost","No Name",2013-08-01,"2013","7",31,"Wed"
"1549",2013-07-31,"Brown","Bengal","M/N","Matched","Simba",2013-08-01,"2013","7",31,"Wed"
"1550",2013-07-01,"White","Jack Russell Terrier","M/N","Lost","Oliver",2013-08-01,"2013","7",1,"Mon"
"1551",2013-08-01,"Black","Aust. Shepherd","","Lost","Piston",2013-08-01,"2013","8",1,"Thurs"
"1552",2013-08-01,"Golden","Rottweiler","","Matched","Roxy",2013-08-01,"2013","8",1,"Thurs"
"1553",2013-08-01,"Black","Amer. Staffordshire","M","Lost","Buddy",2013-08-01,"2013","8",1,"Thurs"
"1554",2013-08-01,"Black","Labrador","F","Lost","No Name",2013-08-01,"2013","8",1,"Thurs"
"1555",2013-08-01,"Tan","Miniature Dachshund","M/N","Lost","No Name",2013-08-02,"2013","8",1,"Thurs"
"1556",2013-07-24,"White","Dsh","F/S","Lost","I Love You",2013-08-02,"2013","7",24,"Wed"
"1557",2013-08-02,"Cream","Chihuahua","","Lost","Rocky",2013-08-02,"2013","8",2,"Fri"
"1558",2013-08-02,"Black","Yorkshire Terrier","M/N","Lost","Benji",2013-08-02,"2013","8",2,"Fri"
"1559",2013-08-01,"Black","Miniature Poodle","M/N","Lost","Monty",2013-08-03,"2013","8",1,"Thurs"
"1560",2013-07-30,"White","Siamese X","M/N","Lost","No Name",2013-08-03,"2013","7",30,"Tues"
"1561",2013-08-04,"Liver","Eng. Springer Spaniel","F","Lost","Juno",2013-08-04,"2013","8",4,"Sun"
"1562",2013-08-03,"Orange & White","Dmh","M/N","Lost","Casper",2013-08-04,"2013","8",3,"Sat"
"1563",2013-08-04,"Black","Shepherd","F/S","Matched","Ada",2013-08-04,"2013","8",4,"Sun"
"1564",2013-08-04,"Tan","Yorkshire Terrier","F","Matched","Momo",2013-08-04,"2013","8",4,"Sun"
"1565",2013-08-04,"Brown","Labrador","F","Lost","Coco",2013-08-04,"2013","8",4,"Sun"
"1566",2013-08-02,"Calico","Dsh","F/S","Lost","Lily",2013-08-06,"2013","8",2,"Fri"
"1567",2013-06-26,"Black","Shepherd","F/S","Lost","Zoobie",2013-08-06,"2013","6",26,"Wed"
"1568",2013-08-04,"White","Dsh","F","Lost","No Name",2013-08-06,"2013","8",4,"Sun"
"1569",2013-07-30,"White","Dsh","M","Lost","No Name",2013-08-06,"2013","7",30,"Tues"
"1570",2013-08-03,"Black","Dsh","F","Matched","Panther",2013-08-06,"2013","8",3,"Sat"
"1571",2013-08-01,"Grey","Dlh Tabby","F/S","Lost","Whiskers",2013-08-07,"2013","8",1,"Thurs"
"1572",2013-08-03,"Brown/red W/reddish Belly","Dsh (abyssinian Cat)","M","Lost","Kyro",2013-08-07,"2013","8",3,"Sat"
"1573",2013-08-01,"Grey","Dsh","F","Lost","Charlie Brown",2013-08-07,"2013","8",1,"Thurs"
"1574",2013-08-08,"Black","Coonhound","M/N","Lost","Dave",2013-08-08,"2013","8",8,"Thurs"
"1575",2013-08-07,"Calico","Dsh","F","Lost","No Name",2013-08-08,"2013","8",7,"Wed"
"1576",2013-08-08,"Yellow","Labrador","F","Lost","Bella",2013-08-08,"2013","8",8,"Thurs"
"1577",2013-08-08,"Brown","Red Heeler","F","Matched","Kora",2013-08-08,"2013","8",8,"Thurs"
"1578",2013-08-08,"Orange & White","Dmh","M/N","Matched","Izzy",2013-08-08,"2013","8",8,"Thurs"
"1579",2013-08-09,"Tan","Pekingese","M","Matched","Monkey",2013-08-09,"2013","8",9,"Fri"
"1580",2013-08-08,"Tan","French Bulldog","M/N","Lost","Rocky",2013-08-09,"2013","8",8,"Thurs"
"1581",2013-08-09,"Black","Airedale","M/N","Lost","Rudy",2013-08-09,"2013","8",9,"Fri"
"1582",2013-08-10,"Grey","Aust. Cattle Dog","M","Matched","Totem (aka Fru Fru)",2013-08-10,"2013","8",10,"Sat"
"1583",2013-08-10,"Calico","Dsh","F","Lost","Kiki",2013-08-10,"2013","8",10,"Sat"
"1584",2013-08-11,"Black","Dsh","M/N","Matched","No Name",2013-08-11,"2013","8",11,"Sun"
"1585",2013-08-06,"Brown","Dsh","F/S","Lost","Sketchy",2013-08-12,"2013","8",6,"Tues"
"1586",2013-08-12,"Brown","Miniature Pinscher","M","Matched","Monty",2013-08-12,"2013","8",12,"Mon"
"1587",2013-08-11,"Brindle","Dsh-polydactyl Cat","F/S","Lost","Tilly",2013-08-12,"2013","8",11,"Sun"
"1588",2013-08-12,"Black","Dsh","X","Lost","Bella",2013-08-12,"2013","8",12,"Mon"
"1589",2013-08-13,"Golden","Golden Retriever","M/N","Lost","Hector",2013-08-13,"2013","8",13,"Tues"
"1590",2013-08-13,"Black","Dlh Cat","F","Lost","Zoe",2013-08-13,"2013","8",13,"Tues"
"1591",2013-08-14,"Black","Border Collie","M","Lost","Jasper",2013-08-14,"2013","8",14,"Wed"
"1592",2013-08-14,"White","Dsh","M/N","Lost","Poki",2013-08-14,"2013","8",14,"Wed"
"1593",2013-08-11,"Black & Golden","Dsh (egyptian Mau)","F","Lost","Laksmi",2013-08-14,"2013","8",11,"Sun"
"1594",2013-08-14,"Black","Germ. Shepherd","M","Matched","Hugo",2013-08-14,"2013","8",14,"Wed"
"1595",2013-08-14,"Cream","Chihuahua","F","Lost","Flora",2013-08-14,"2013","8",14,"Wed"
"1596",2013-08-14,"Black","Terrier","M","Matched","Rufus",2013-08-15,"2013","8",14,"Wed"
"1597",2013-08-12,"Orange","Dsh","M","Lost","Poki",2013-08-15,"2013","8",12,"Mon"
"1598",2013-08-10,"Grey Tabby","Dmh","M","Lost","Cornelious",2013-08-15,"2013","8",10,"Sat"
"1599",2013-08-09,"Black","Dachshund","F/S","Matched","Izzy",2013-08-16,"2013","8",9,"Fri"
"1600",2013-08-12,"Black","Dsh","M/N","Lost","Jacob",2013-08-16,"2013","8",12,"Mon"
"1601",2013-08-16,"Tan","Corgi","M","Lost","Lucky",2013-08-16,"2013","8",16,"Fri"
"1602",2013-08-16,"Brown","Labrador","F/S","Matched","Wes",2013-08-16,"2013","8",16,"Fri"
"1603",2013-08-16,"","Golden Retriever","M","Matched","Dragon",2013-08-16,"2013","8",16,"Fri"
"1604",2013-08-15,"Charcoal","Dsh","M","Lost","Leonard Nemoy",2013-08-17,"2013","8",15,"Thurs"
"1605",2013-08-18,"Golden","Golden Retriever","F","Lost","Lexus",2013-08-18,"2013","8",18,"Sun"
"1606",2013-08-11,"Grey","Dsh","F/S","Lost","Kayo",2013-08-19,"2013","8",11,"Sun"
"1607",2013-08-18,"Brown","Toy Poodle","M","Lost","Brownie",2013-08-19,"2013","8",18,"Sun"
"1608",2013-08-16,"Blue","Pit Bull","M","Lost","Max",2013-08-19,"2013","8",16,"Fri"
"1609",2013-08-19,"Black","Fox Terrier","F/S","Lost","Bijoux",2013-08-19,"2013","8",19,"Mon"
"1610",2013-08-19,"Cream","Goldendoodle","M","Lost","Yogi",2013-08-19,"2013","8",19,"Mon"
"1611",2013-08-20,"Black","Miniature Pinscher","M","Lost","Turbo",2013-08-20,"2013","8",20,"Tues"
"1612",2013-08-15,"Black","Rottweiler","F/S","Lost","Sassy",2013-08-21,"2013","8",15,"Thurs"
"1613",2013-08-20,"Brown","Tabby","","Lost","Jasmine",2013-08-21,"2013","8",20,"Tues"
"1614",2013-08-20,"Grey","Tabby","M/N","Lost","Elliott",2013-08-21,"2013","8",20,"Tues"
"1615",2013-08-20,"Black","Calico Cat","X","Lost","Cali",2013-08-21,"2013","8",20,"Tues"
"1616",2013-08-22,"Black","Dmh Cat","F/S","Lost","Princess",2013-08-22,"2013","8",22,"Thurs"
"1617",2013-08-22,"Black","Dsh Cat","F","Lost","Blackberry",2013-08-22,"2013","8",22,"Thurs"
"1618",2013-08-19,"Cream","Cocker Spaniel","M","Lost","Jack",2013-08-22,"2013","8",19,"Mon"
"1619",2013-08-22,"Brown","Labrador","M","Lost","Wes",2013-08-22,"2013","8",22,"Thurs"
"1620",2013-08-22,"Black","Labrador","M","Matched","Riley",2013-08-22,"2013","8",22,"Thurs"
"1621",2013-08-19,"Black","Dsh Cat","M/N","Lost","No Name",2013-08-23,"2013","8",19,"Mon"
"1622",2013-08-22,"Black","Malamute","F","Lost","Aziza",2013-08-23,"2013","8",22,"Thurs"
"1623",2013-08-24,"Tortioshell / Black","Dsh/dmh","","Matched","Harlem & Mambo",2013-08-24,"2013","8",24,"Sat"
"1624",2013-08-25,"Grey","Irish Wolfhound","M","Lost","Cheekeye",2013-08-26,"2013","8",25,"Sun"
"1625",2013-08-26,"Golden","Golden Retriever","M/N","Lost","Sherman",2013-08-26,"2013","8",26,"Mon"
"1626",2013-08-23,"Grey","Dsh","M","Lost","Paco",2013-08-26,"2013","8",23,"Fri"
"1627",2013-08-27,"White","Pekingese","M/N","Matched","Charlie",2013-08-27,"2013","8",27,"Tues"
"1628",2013-08-27,"Black","Dlh","M","Lost","No Name",2013-08-27,"2013","8",27,"Tues"
"1629",2013-08-27,"Brown","Germ. Shepherd","F/S","Matched","China",2013-08-27,"2013","8",27,"Tues"
"1630",2013-08-28,"","Presa Canario","","Matched","Buster",2013-08-28,"2013","8",28,"Wed"
"1631",2013-08-28,"Golden","Pomeranian","","Lost","No Name",2013-08-28,"2013","8",28,"Wed"
"1632",2013-08-19,"Black","Dsh","M","Lost","Tubby",2013-08-28,"2013","8",19,"Mon"
"1633",2013-08-29,"","Rottweiler","F","Lost","No Name",2013-08-29,"2013","8",29,"Thurs"
"1634",2013-08-29,"White","Siberian Husky","F","Lost","Asha",2013-08-29,"2013","8",29,"Thurs"
"1635",2013-08-29,"White","Pomeranian","M/N","Lost","Owen",2013-08-29,"2013","8",29,"Thurs"
"1636",2013-08-28,"White","Cat","","Lost","No Name",2013-08-30,"2013","8",28,"Wed"
"1637",2013-08-26,"Black","Dsh Cat","F","Lost","Lena",2013-08-30,"2013","8",26,"Mon"
"1638",2013-08-30,"Black","Rottweiler","F","Lost","Kira",2013-08-30,"2013","8",30,"Fri"
"1639",2013-08-30,"Brown","Poodle","F","Lost","Toffy",2013-08-30,"2013","8",30,"Fri"
"1640",2013-08-20,"Grey","Dsh Tabby","","Lost","No Name",2013-08-30,"2013","8",20,"Tues"
"1641",2013-08-30,"Golden","Pomeranian","X","Lost","Xiong Xiong",2013-08-30,"2013","8",30,"Fri"
"1642",2013-08-30,"Golden","Yorkshire Terrier","M","Lost","Georgie",2013-08-31,"2013","8",30,"Fri"
"1643",2013-08-31,"Black","Schnauzer","M","Lost","Shadow",2013-08-31,"2013","8",31,"Sat"
"1644",2013-08-22,"Golden","Fox Terrier","M/N","Lost","Kobe",2013-08-31,"2013","8",22,"Thurs"
"1645",2013-08-29,"Grey","Dsh Cat","F/S","Lost","Silver",2013-08-31,"2013","8",29,"Thurs"
"1646",2013-08-31,"Black","Malamute","F","Lost","Aziza",2013-08-31,"2013","8",31,"Sat"
"1647",2013-08-31,"White","Boxer","F","Lost","Luna",2013-08-31,"2013","8",31,"Sat"
"1648",2013-08-31,"Black","Miniature Pinscher","F","Lost","Tonka",2013-08-31,"2013","8",31,"Sat"
"1649",2013-09-01,"Black","Rottweiler","F/S","Lost","Kaylee",2013-09-01,"2013","9",1,"Sun"
"1650",2013-09-02,"Black","Cat","F","Matched","Yva",2013-09-02,"2013","9",2,"Mon"
"1651",2013-09-02,"Brown","Yorkshire Terrier","F","Matched","Cholong",2013-09-02,"2013","9",2,"Mon"
"1652",2013-08-31,"Black","Dachshund","F","Lost","Tessa",2013-09-03,"2013","8",31,"Sat"
"1653",2013-09-02,"Black","Schnauzer","M/N","Lost","Frank",2013-09-03,"2013","9",2,"Mon"
"1654",2013-09-03,"Tan","Dsh Tabby Cat","M","Matched","Mickey",2013-09-03,"2013","9",3,"Tues"
"1655",2013-09-01,"Apricot","Dsh Cat","M","Lost","Pewi",2013-09-03,"2013","9",1,"Sun"
"1656",2013-09-02,"Black","Pug","F","Matched","Navy",2013-09-03,"2013","9",2,"Mon"
"1657",2013-09-03,"Grey","Dsh","M/N","Lost","Mortimer",2013-09-03,"2013","9",3,"Tues"
